"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"fl_em_operacao";"SITUAÇÃO";"ATIVIDADE";"TIPOATIVIDADE";"ESTRUTURA BÁSICA";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"COMPLEMENTO";"TELEFONE";"EMAIL_INSTITUCIONAL";"EMAIL_COMERCIAL";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CNAE";"SEGMENTOS TURISTICOS";"LINGUAS";"UH";"UHs ACESSÍVEIS";"TOTAL DE LEITOS"
LENDAS DO CAPAO EMPREENDIMENTOS LTDA;POUSADA LENDAS DO CAPÃO;"03380479000127";Sociedade Empresária Limitada;1999-08-18;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"46930000";BA;Palmeiras;;Sem Logradouro;;(75)3344-1141;LENDAS@VALEDOCANAO.COM.BR;LENDAS@VALEDOCANAO.COM.BR;WWW.LENDASDOCAPAO.COM.BR;"20/11/2017";"20/11/2019";"03380479000127";"5510801 - HOTÉIS";; Espanhol | Inglês;33;2;120
PARAUNA ECOTURISMO LTDA;PARAUNA HOTEL FAZENDA;"03381587000114";Sociedade Empresária Limitada;1999-08-27;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"35845000";MG;Santana do Riacho;;Sem Logradouro;;(31)3718-7196;;;;"08/03/2018";"08/03/2020";"03381587000114";"5510801 - HOTÉIS";; Inglês;8;0;14
SIEGFRIED WEYLER E CIA LTDA;POUSADA PASSAREDO;"03404889000160";Sociedade Empresária Limitada;1999-08-24;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37680000";MG;Gonçalves;;Sem Logradouro;;(35)3654-1473;POUSADA.PASSAREDO@UOL.COM.BR;POUSADA.PASSAREDO@UOL.COM.BR;www.pousadapassaredo.com.br;"26/01/2018";"26/01/2020";"03404889000160";"5510801 - HOTÉIS";; Espanhol | Inglês | Italiano;16;0;52
ALDEIA JOMIRO HOTEL RESIDENCIA LTDA;HOTEL LA BOHÉME;"03420473000136";Sociedade Empresária Limitada;1999-09-13;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"28950000";RJ;Armação dos Búzios;;Sem Logradouro;;(22)2623-1744;simonecarignani@hotmail.com;simonecarignani@hotmail.com;WWW.LABOHEMEHOTEL.COM;"31/01/2018";"31/01/2020";"03420473000136";"5510801 - HOTÉIS";; Espanhol | Inglês;42;0;146
BRASTURINVEST INVESTIMENTOS TURISTICOS S/A;PESTANA RIO ATLANTICA;"03422594000389";Sociedade Anônima Fechada;2009-08-14;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"22070000";RJ;Rio de Janeiro;Copacabana;Atlântica;;(21)3816-8500;fo.rio@pestana.com;fo.rio@pestana.com;www.pestana.com/br;"25/01/2018";"25/01/2020";"03422594000389";"5510801 - HOTÉIS";; Espanhol | Inglês | Italiano;247;4;560
BRASTURINVEST INVESTIMENTOS TURISTICOS S/A;BRASTURINVEST INVESTIMENTOS TURISTICOS S/ A;"03422594000702";Sociedade Anônima Fechada;2009-11-05;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"41940360";BA;Salvador;Rio Vermelho;da Fonte do Boi;;(71)2013-8000;bahia@pestanabahia.com.br;bahia@pestanabahia.com.br;www.pestanaba.com.br;"28/06/2017";"28/06/2019";"03422594000702";"5510801 - HOTÉIS";; Espanhol | Inglês | Italiano;63;4;430
HOTEL PIEMONT LTDA;HOTEL PIEMONT;"03428264000139";Sociedade Empresária Limitada;1999-09-28;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"80230010";PR;Curitiba;Rebouças;Sete de Setembro;;(41)3222-9868;h.piemont@gmail.com;h.piemont@gmail.com;;"27/03/2018";"27/03/2020";"03428264000139";"5510801 - HOTÉIS";;;35;0;35
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MINAS;HOTEL SENAC GROGOTÓ                                         ;"03447242000892";Serviço Social Autônomo;1999-10-06;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"36205126";MG;Barbacena;São José;Cruz das Almas;;(31)3278-4810;FGC.FISCAL@MGSENAC.BR;FGC.FISCAL@MGSENAC.BR;www.mg.senac.br;"21/11/2017";"21/11/2019";"03447242000892";"5510801 - HOTÉIS";;;88;0;220
HOTEL PIRAMIDE LTDA;HOTEL PIRÂMIDE;"03461447000156";Sociedade Empresária Limitada;1999-10-19;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"41600500";BA;Salvador;Stella Maris;Stella Maris;;(71)3742-2068;SIMONE@HOTELPIRAMIDE.COM.BR;SIMONE@HOTELPIRAMIDE.COM.BR;;"16/02/2018";"16/02/2020";"03461447000156";"5510801 - HOTÉIS";;;33;0;33
HOTEL PIRAMIDE LTDA;HOTEL PIRÂMIDE;"03461447000237";Sociedade Empresária Limitada;2001-11-12;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"41810000";BA;Salvador;Pituba;Paulo VI;- lado ímpar;(71)3451-2201;contato@hotelpiramide.com.br;contato@hotelpiramide.com.br;;"16/02/2018";"16/02/2020";"03461447000237";"5510801 - HOTÉIS";;;53;2;53
GH HOTEIS ESTANCIA PILAR LTDA;GH HOTEIS E ESTANCIA PILAR LTDA;"03486047000103";Sociedade Empresária Limitada;1999-10-11;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"09432300";SP;Ribeirão Pires;;Sem Logradouro;;(11)4828-7000;raquel@hotelpilar.com.br;raquel@hotelpilar.com.br;www.hotelpilar.com.br;"08/02/2018";"08/02/2020";"03486047000103";"5510801 - HOTÉIS";;;75;0;75
VITAL JOAO TRES;POUSADA DO CHALÉ;"03514071000109";Empresário (Individual);1999-11-16;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"95700000";RS;Bento Gonçalves;;Sem Logradouro;;(54)3452-2763;reservas@pousadadochale.com.br;reservas@pousadadochale.com.br;www.pousadadochale.com.br;"26/01/2018";"26/01/2020";"03514071000109";"5510801 - HOTÉIS";; Espanhol | Inglês | Italiano;17;0;40
HOTEL MIRANDA LTDA;HOTEL MIRANDA;"03525676000197";Sociedade Simples Limitada;1999-11-26;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"30170110";MG;Belo Horizonte;Centro;Rio Grande do Sul;"11, A";(31)3212-1101;DIPLOMATASIARE@GMAIL.COM;DIPLOMATASIARE@GMAIL.COM;;"22/03/2018";"22/03/2020";"03525676000197";"5510801 - HOTÉIS";; Português;16;0;16
HOTEL MIRANDA LTDA;HOTEL MIRANDA;"03525676000278";Sociedade Simples Limitada;2000-12-29;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"30180110";MG;Belo Horizonte;Centro;Olegário Maciel;"62";(31)3201-7306;luiz.diplomata@hotmail.com;DIPLOMATASIARE@GMAIL.COM;;"22/03/2018";"22/03/2020";"03525676000278";"5510801 - HOTÉIS";; Português;33;0;33
POUSADA LATITUDE LTDA;POUSADA LATITUDE;"03540811000173";Sociedade Empresária Limitada;1999-12-01;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"62800000";CE;Aracati;;r. dragao do mar 1999;canoa quebrada;(88)3421-7041;diretoria@POUSADALATITUDE.COM.BR;diretoria@POUSADALATITUDE.COM.BR;WWW.POUSADALATITUDE.COM.BR;"09/02/2018";"09/02/2020";"03540811000173";"5510801 - HOTÉIS";; Português | Inglês;26;0;77
HOTEL ALDEIA DA PRAIA EIRELI;ALDEIA DA PRAIA HOTEL RESORT;"03541503000162";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);1999-12-07;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"45655000";BA;Ilhéus;Jardim Atlântico;Tancredo Neves;;(73)3234-8000;financeiro@ALDEIADAPRAIA.COM.BR;financeiro@ALDEIADAPRAIA.COM.BR;WWW.ALDEIADAPRAIA.COM.BR;"25/08/2017";"25/08/2019";"03541503000162";"5510801 - HOTÉIS";; Inglês;120;2;282
HOOKIPA GARDEN'S RESIDENCE HOTEL LTDA;POUSADA LAGUNA;"03578401000111";Sociedade Empresária Limitada;2000-01-03;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"28922150";RJ;Cabo Frio;Jacaré;Lisboa;;(22)2648-5858;GERENTE@POUSADALAGUNA.COM;GERENTE@POUSADALAGUNA.COM;WWW.POUSADALAGUNA.COM;"21/02/2018";"21/02/2020";"03578401000111";"5510801 - HOTÉIS";; Espanhol | Inglês | Russo;40;5;80
SESC - SERVICO SOCIAL DO COMERCIO - ADMINISTRACAO REGIONAL DO ESTADO DO PIAUI;SESC PRAIA;"03581526000524";Serviço Social Autônomo;2000-01-10;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"64220000";PI;Luís Correia;;ESTRADA PI 116 KM 7,5;BAIRRO DUNAS;(86)3367-8900;sescpraia@pi.sesc.com.br;sescpraia@pi.sesc.com.br;www.pi.sesc.com.br;"16/02/2018";"16/02/2020";"03581526000524";"5510801 - HOTÉIS";; Português;84;2;252
SESC - SERVICO SOCIAL DO COMERCIO - ADMINISTRACAO REGIONAL DO ESTADO DO PIAUI;UNIDADE OPERACIONAL SESC OEIRAS;"03581526002144";Serviço Social Autônomo;2013-10-31;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"64500000";PI;Oeiras;;Avenida Transamazônica nº 1600;Bairro Urbano;(89)3462-5700;deniserbarros@hotmail.com;sescoeiras@pi.sesc.com.br;www.pi.sesc.com.br;"09/03/2018";"09/03/2020";"03581526002144";"5510801 - HOTÉIS";; Português;38;2;92
LUSITANIA EMPREENDIMENTOS TURISTICOS LTDA.;HOTEL LUZEIROS;"03586356000228";Sociedade Empresária Limitada;2002-01-29;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"60165121";CE;Fortaleza;Mucuripe;Beira Mar;;(85)4006-8582;contabilidade@luzeirosfortaleza.com.br;contabilidade@luzeirosfortaleza.com.br;www.luzeirosfortaleza.com.br;"04/04/2018";"04/04/2020";"03586356000228";"5510801 - HOTÉIS";; Alemão | Espanhol | Francês | Inglês | Italiano;202;2;343
RESIDENCIAL CANNA VERDE LTDA;RESIDENCIAL CANNA VERDE LTDA;"03586524000102";Sociedade Empresária Limitada;1999-12-07;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"88056300";SC;Florianópolis;Cachoeira do Bom Jesus;Leonel Pereira;;(48)9998-9220;cannaverdehotel@gmail.com;cannaverdehotel@gmail.com;www.cannaverde.com.br;"28/02/2018";"28/02/2020";"03586524000102";"5510801 - HOTÉIS";; Espanhol;24;0;102
HOTEL PORTO JOFRE PANTANAL NORTE LTDA;HOTEL PORTO JOFRE PANTANAL NORTE;"03587266000170";Sociedade Empresária Limitada;2000-01-12;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"78175000";MT;Poconé;;Sem Logradouro;;(65)3637-1263;reservas@portojofre.com.br;reservas@portojofre.com.br;www.portojofre.com.br;"16/01/2018";"16/01/2020";"03587266000170";"5510801 - HOTÉIS";; Inglês;28;1;90
SERVICO SOCIAL DO COMERCIO SESC-AR/PB;SESC CABO BRANCO;"03602934000353";Serviço Social Autônomo;2000-02-11;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"58045010";PB;João Pessoa;Cabo Branco;Cabo Branco;;(83)3219-3400;ctl@sescpb.com.br;ctl@sescpb.com.br;sescpb.com.br/sesccabobranco;"14/07/2017";"14/07/2019";"03602934000353";"5510801 - HOTÉIS";; Inglês;60;3;188
M & T ALOJAMENTOS LTDA;RAPPORT HOTEL;"03609482000170";Sociedade Empresária Limitada;2000-01-24;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"48905530";BA;Juazeiro;;Sem Logradouro;;(74)3611-8696;contabil@rapporthotel.com.br;contabil@rapporthotel.com.br;www.rapporthotel.com.br;"20/06/2017";"20/06/2019";"03609482000170";"5510801 - HOTÉIS";; Inglês;54;10;110
JOSE D. PINHEIRO;HOTEL FARROUPILHA;"03633320000177";Empresário (Individual);1999-01-06;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"69303370";RR;Boa Vista;São Vicente;Monte Roraima;;(95)3224-4999;hotelfarroupilha1@hotmail.com;hotelfarroupilha1@hotmail.com;;"31/01/2018";"31/01/2020";"03633320000177";"5510801 - HOTÉIS";;;42;0;57
SERVICO SOCIAL DO COMERCIO - ADMINISTRACAO REGIONAL NO ESTADO DE MINAS GERAIS;SESC TEOFILO OTONI;"03643856001730";Serviço Social Autônomo;2000-03-21;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"39803008";MG;Teófilo Otoni;São Diogo;Alberto Laender;;(33)3522-3585;pousadato@sescmg.com.br;pousadato@sescmg.com.br;WWW.SESCMG.COM.BR;"18/11/2016";"18/11/2018";"03643856001730";"5510801 - HOTÉIS";;;51;4;182
SERVICO SOCIAL DO COMERCIO - ADMINISTRACAO REGIONAL NO ESTADO DE MINAS GERAIS;SESC JANUARIA;"03643856002117";Serviço Social Autônomo;2000-03-21;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"39480000";MG;Januária;;Sem Logradouro;;(38)3621-1089;lacesj@sescmg.com.br;lacesj@sescmg.com.br;WWW.SESCMG.COM.BR;"18/11/2016";"18/11/2018";"03643856002117";"5510801 - HOTÉIS";;;51;2;149
SERVICO SOCIAL DO COMERCIO - ADMINISTRACAO REGIONAL NO ESTADO DE MINAS GERAIS;SESC PARACATU;"03643856002540";Serviço Social Autônomo;2000-03-21;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"38600000";MG;Paracatu;;Sem Logradouro;;(38)3672-1385;lacesp@sescmg.com.br;lacesp@sescmg.com.br;WWW.SESCMG.COM.BR;"18/11/2016";"18/11/2018";"03643856002540";"5510801 - HOTÉIS";;;50;2;200
SERVICO SOCIAL DO COMERCIO - ADMINISTRACAO REGIONAL NO ESTADO DE MINAS GERAIS;SESC MINEIRO GRUSSAI ;"03643856002974";Serviço Social Autônomo;2001-05-22;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"28200000";RJ;São João da Barra;;Sem Logradouro;;(22)3027-5300;gh@sescmg.com.br;gh@sescmg.com.br;;"06/02/2018";"06/02/2020";"03643856002974";"5510801 - HOTÉIS";;;606;18;2.627
SERVICO SOCIAL DO COMERCIO - ADMINISTRACAO REGIONAL NO ESTADO DE MINAS GERAIS;LICEU DE ARTES, CULTURA, ESPORTE E SAUDE - LACES/CB;"03643856003350";Serviço Social Autônomo;2000-02-16;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"32280620";MG;Contagem;Riacho das Pedras;Mantiqueira;;(31)2108-4521;lacescb@sescmg.com.br;lacescb@sescmg.com.br;www.sescmg.com.br;"09/02/2018";"09/02/2020";"03643856003350";"5510801 - HOTÉIS";;;116;4;348
HOTEL BARBOSA LTDA;HOTEL BARBOSA;"03650123000166";Sociedade Empresária Limitada;2000-02-17;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"29730000";ES;Baixo Guandu;;Sem Logradouro;;(27)3732-3994;hrbarbosa@yahoo.com.br;hrbarbosa@yahoo.com.br;;"23/01/2018";"23/01/2020";"03650123000166";"5510801 - HOTÉIS";;;39;0;39
POUSADA CANTO DO PORTO LTDA - EPP;POUSADA CANTO DO PORTO;"03659207000160";Sociedade Empresária Limitada;2000-02-15;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"55590000";PE;Ipojuca;;Sem Logradouro;;(81)3552-2165;reservas@pousadacantodoporto.com.br;reservas@pousadacantodoporto.com.br;www.pousadacantodoporto.com.br;"17/01/2018";"17/01/2020";"03659207000160";"5510801 - HOTÉIS";; Inglês;22;0;50
SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRACAO REGIONAL NO ESTADO DE SAO PAULO;SESC BERTIOGA ;"03667884002506";Serviço Social Autônomo;2000-01-03;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"11250000";SP;Bertioga;;Sem Logradouro;;(13)3319-7700;turismo@sescsp.org.br;turismo@sescsp.org.br;www.sescsp.org.br/sesc/bertioga;"30/01/2018";"30/01/2020";"03667884002506";"5510801 - HOTÉIS";; Espanhol | Inglês;312;16;1.652
V.R. DE RESENDE HOTEL LTDA;HOTEL PLAZA;"03743012000102";Sociedade Empresária Limitada;2000-04-07;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"76873239";RO;Ariquemes;Setor 02;Patagonia;;(69)3536-8649;hphotelplaza@gmail.com;hphotelplaza@gmail.com;;"28/11/2017";"28/11/2019";"03743012000102";"5510801 - HOTÉIS";;;24;0;24
HOTEL VICTOR LTDA;HOTEL VICTOR;"03749064000188";Sociedade Empresária Limitada;2000-04-06;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"38700206";MG;Patos de Minas;Cônego Getúlio;Piauí;;(34)3825-3322;voltsolarpoj@energiasemconta.com.br;voltsolarpoj@energiasemconta.com.br;;"13/07/2016";"13/07/2018";"03749064000188";"5510801 - HOTÉIS";;;1;3;39
GRANDE AVENIDA HOTEL LTDA;GRANDE AVENIDA HOTEL;"03753008000117";Sociedade Empresária Limitada;2000-01-03;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"38740000";MG;Patrocínio;;Sem Logradouro;;(34)3831-3031;reservas@grandeavenidahotel.com.br;reservas@grandeavenidahotel.com.br;www.grandeavenidahotel.com.br;"12/06/2017";"12/06/2019";"03753008000117";"5510801 - HOTÉIS";;;20;0;52
ESTALAGEM GUIA LOPES LTDA;ESTALAGEM GUIA LOPES;"03753269000137";Sociedade Empresária Limitada;2000-04-11;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37928000";MG;São Roque de Minas;;Sem Logradouro;;(37)3433-1396;;;;"08/03/2018";"08/03/2020";"03753269000137";"5510801 - HOTÉIS";;;30;0;64
FORTE FRIOS LTDA;FORTE FRIOS;"03775924000158";Sociedade Empresária Limitada;2000-04-17;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"48300000";BA;Conde;;sitio do conde ;;(71)9971-2131;carlossoares1@hotmail.com;janefelix@hotmail.com;;"07/03/2018";"07/03/2020";"03775924000158";"5510801 - HOTÉIS";;;26;26;26
PARADELA SERVICOS LTDA;Hotel Prata / Paradela Serviços LTDA;"03777996000134";Sociedade Empresária Limitada;2000-04-14;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"29015150";ES;Vitória;Centro;Nestor Gomes;;(27)3222-4311;reservashotelprata@hotmail.com;reservashotelprata@hotmail.com;www.hotelprata.com;"06/03/2018";"06/03/2020";"03777996000134";"5510801 - HOTÉIS";;;30;20;60
P R P M HOTELARIA EIRELI;POUSADA LATIDUDE 22;"03778237000196";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);2000-04-19;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"28890000";RJ;Rio das Ostras;;Sem Logradouro;;(22)2771-9671;info@latitude22.com.br;info@latitude22.com.br;www.latitude22.com.br;"22/02/2018";"22/02/2020";"03778237000196";"5510801 - HOTÉIS";; Espanhol | Inglês;11;1;35
SERVICO SOCIAL DA INDUSTRIA -SESI;SERVIÇO SOCIAL DA INDUSTRIA - SESI;"03795086000346";Serviço Social Autônomo;2001-05-08;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"45400000";BA;Valença;;Sem Logradouro;;(75)3641-5163;sacsesi@fieb.org.br;sacsesi@fieb.org.br;WWW.FIEB.ORG.BR/centro_turistico;"21/12/2017";"21/12/2019";"03795086000346";"5510801 - HOTÉIS";; Inglês;24;2;48
JHC EMPREENDIMENTOS LTDA;HOTEL MUNDIAL;"03806476000102";Sociedade Empresária Limitada;2000-05-09;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"39270000";MG;Pirapora;;Sem Logradouro;;(38)3741-2926;JHCEMPREENDIEMTNOS@HOTMAIL.COM;JHCEMPREENDIEMTNOS@HOTMAIL.COM;WWW.HOTELMUNDIAL.COM.BR;"09/01/2017";"09/01/2019";"03806476000102";"5510801 - HOTÉIS";;;75;1;140
JOSE CARLOS BEZERRA LTDA;POUSADA DO BEZERRA;"03820802000136";Sociedade Empresária Limitada;2000-05-18;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"36979000";MG;Alto Caparaó;;Sem Logradouro;;(32)3747-2628;TADDEU@HOTMAIL.COM;gerencia@pousadadobezerra.com.br;www.pousadadobezerra.com.br;"26/03/2018";"26/03/2020";"03820802000136";"5510801 - HOTÉIS";; Espanhol | Inglês;32;2;105
J.M.M LTDA;PALACE HOTEL CARANDÁ                                        ;"03826572000112";Sociedade Simples Limitada;2000-05-15;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"36200082";MG;Barbacena;Centro;Olegário Maciel;;(32)3333-3404;hotelcaranda@barbacena.com.br;hotelcaranda@barbacena.com.br;WWW.HOTELCARANDA.COM.BR                    ;"09/03/2018";"09/03/2020";"03826572000112";"5510801 - HOTÉIS";;;60;0;102
HOTEL CENTRO OESTE LTDA;HOTEL CENTRO OESTE;"03846061000162";Sociedade Empresária Limitada;2000-05-30;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"74435220";GO;Goiânia;Aeroviário;"14";;(62)3295-7667;hcentrooeste@gmail.com;hcentrooeste@gmail.com;www.hotelcentrooeste.com;"15/03/2018";"15/03/2020";"03846061000162";"5510801 - HOTÉIS";;;52;0;83
CLEOMENES ALBERTO BARRETO FERREIRA;POUSADA FLORAIS DO ATLÂNTICO;"03855627000112";Empresário Individual;2000-06-02;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"49200000";SE;Estância;;Sem Logradouro;;(79)3526-1111;floraisdoatlantico@infonet.com.br;floraisdoatlantico@infonet.com.br;;"27/03/2018";"27/03/2020";"03855627000112";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";;;28;1;50
SOLAR DO ENGENHO LTDA;SOLAR DO ENGENHO;"03874976000181";Sociedade Empresária Limitada;2000-06-14;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"35701970";MG;Sete Lagoas;Centro;AC Sete Lagoas;;(31)3773-9012;contato@solardoengenho.com.br;contato@solardoengenho.com.br;;"03/05/2016";"03/05/2018";"03874976000181";"5510801 - HOTÉIS";; Alemão | Espanhol | Francês | Inglês | Japonês;28;0;80
AGPS - HOTELARIA LTDA;HOTEL FAIAL;"03875130000247";Sociedade Empresária Limitada;2008-09-11;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"88010001";SC;Florianópolis;Centro;Felipe Schmidt;;(48)3203-2766;reservas@hotelfaial.com.br;reservas@hotelfaial.com.br;www.hotelfaial.com.br;"07/02/2018";"07/02/2020";"03875130000247";"5510801 - HOTÉIS";; Espanhol | Inglês | Italiano;115;1;260
ARTHEMIS HOTEL LTDA;ARTHEMIS HOTEL LTDA;"03922729000103";Sociedade Empresária Limitada;2000-07-10;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"40020210";BA;Salvador;Centro;da Sé;Condomínio Edifício Arthemis, sétimo andar;(71)3322-0724;hotelarthemis@hotmail.com;hotelarthemis@hotmail.com;;"26/03/2018";"26/03/2020";"03922729000103";"5510801 - HOTÉIS";;;15;15;15
HOTEL SANTA FE LTDA;HOTEL SANTA FÉ;"03925709000196";Sociedade Empresária Limitada;2000-07-05;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"13295000";SP;Itupeva;;Sem Logradouro;;(11)4591-1468;contato@hotelsantafeitupeva.com.br;contato@hotelsantafeitupeva.com.br;www.hotelsantafeitupeva.com.br;"16/03/2018";"16/03/2020";"03925709000196";"5510801 - HOTÉIS";;;19;2;57
CERRADOS PARK HOTEL LTDA;CERRADOS PARK HOTEL;"03951945000187";Sociedade Empresária Limitada;2000-07-20;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"78110400";MT;Várzea Grande;Centro-Norte;Couto Magalhães;;(65)3682-5050;cerradosparkhotel@terra.com.br;cerradosparkhotel@terra.com.br;www.cerradosparkhotel.com.br;"15/03/2018";"15/03/2020";"03951945000187";"5510801 - HOTÉIS";;;45;1;90
POUSADA KOALA LTDA;POUSADA KOALA;"03993937000101";Sociedade Empresária Limitada;2000-07-17;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"55590000";PE;Ipojuca;;Sem Logradouro;;(81)3552-1145;contato@flatskoala.com.br;contato@flatskoala.com.br;www.flatskoala.com.br;"23/03/2018";"23/03/2020";"03993937000101";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";; Espanhol | Francês | Inglês | Italiano;5;0;16
BANDEIRA & BANDEIRA LTDA;PLINIO HOTEL;"04020400000209";Sociedade Empresária Limitada;1983-08-10;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"69980000";AC;Cruzeiro do Sul;;Sem Logradouro;;(68)3322-2311;zete.bandeira@hotmail.com;zete.bandeira@hotmail.com;;"26/02/2018";"26/02/2020";"04020400000209";"5510801 - HOTÉIS";; Espanhol;49;0;90
RIO PARNAIBA EMPREENDIMENTOS TURISTICOS LTDA;LUXOR PIAUI HOTEL;"04024831000154";Sociedade Empresária Limitada;2000-08-31;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"64000160";PI;Teresina;Centro;Marechal Deodoro;;(86)3131-3000;reservas@luxorpiaui.com.br;reservas@luxorpiaui.com.br;www.luxorpiaui.com.br;"09/03/2018";"09/03/2020";"04024831000154";"5510801 - HOTÉIS";;;83;1;104
VILA GALE BRASIL - ATIVIDADES HOTELEIRAS LTDA;HOTEL VILA GALE MARES;"04027102000313";Sociedade Empresária Limitada;2011-05-26;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"42820000";BA;Monte Gordo;;Sem Logradouro;;(71)3674-8300;arodrigues@vilagale.com;arodrigues@vilagale.com;www.vilagale.com;"13/11/2017";"13/11/2019";"04027102000313";"5510801 - HOTÉIS";; Espanhol | Inglês | Italiano;508;5;740
VILA GALE BRASIL - ATIVIDADES HOTELEIRAS LTDA;VILA GALÉ SSA;"04027102000402";Sociedade Empresária Limitada;2011-05-26;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"40170000";BA;Salvador;Ondina;Morro do Escravo Miguel;;(71)3263-8888;tgomes@vilagale.com;tgomes@vilagale.com;www.vilagale.com;"13/11/2017";"13/11/2019";"04027102000402";"5510801 - HOTÉIS";; Espanhol | Francês | Inglês | Italiano;224;1;448
IRMAOS PINHEIRO HOTEIS E TURISMO LTDA;PINHEIRO PALACE HOTEL;"04034294000123";Sociedade Empresária Limitada;1975-01-09;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"69908680";AC;Rio Branco;Loteamento Santa Helena;Eródis;;(68)3214-7100;fabricio.pinheiro@latamtravel.com;fabricio.pinheiro@latamtravel.com;www.irmaospinheiro.com.br;"26/02/2018";"26/02/2020";"04034294000123";"5510801 - HOTÉIS";; Espanhol | Inglês;160;2;361
POUSADA POYARES LTDA;HOTEL POYARES;"04041429000188";Sociedade Empresária Limitada;2000-09-08;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"60115080";CE;Fortaleza;Meireles;Barão de Aracati;- até 849/850;(85)3254-3133;pousadapoyares@gmail.com;pousadapoyares@gmail.com;www.hotelpoyares.com.br;"01/03/2018";"01/03/2020";"04041429000188";"5510801 - HOTÉIS";;;20;20;51
